2022/3/1	0.757654
2022/3/2	0.773254
2022/3/3	0.794765
2022/3/4	0.788877
2022/3/7	0.79554
2022/3/8	0.761526
2022/3/9	0.750361
2022/3/10	0.744782
2022/3/11	0.730617
2022/3/14	0.698391
2022/3/15	0.653414
2022/3/16	0.677843
2022/3/17	0.712446
2022/3/18	0.731078
2022/3/21	0.731895
2022/3/22	0.763752
2022/3/23	0.757292
2022/3/24	0.771104
2022/3/25	0.765326
2022/3/28	0.798917
2022/3/29	0.816107
2022/3/30	0.815074
2022/3/31	0.8045
2022/4/1	0.816937
2022/4/4	0.823103
2022/4/6	0.837183
2022/4/7	0.820143
2022/4/8	0.837553
2022/4/11	0.817041
2022/4/12	0.81381
2022/4/13	0.839587
2022/4/14	0.849766
2022/4/19	0.846291
2022/4/20	0.814552
2022/4/21	0.80243
2022/4/22	0.808766
2022/4/25	0.76355
2022/4/26	0.746782
2022/4/27	0.771213
2022/4/28	0.80165
2022/4/29	0.810062
2022/5/3	0.810796
2022/5/5	0.81314
2022/5/6	0.799042
2022/5/10	0.772317
2022/5/11	0.776063
2022/5/12	0.767295
2022/5/13	0.785347
2022/5/16	0.78952
2022/5/17	0.806028
2022/5/18	0.810673
2022/5/19	0.800496
2022/5/20	0.82482
2022/5/23	0.828392
2022/5/24	0.82838
2022/5/25	0.845641
2022/5/26	0.856141
2022/5/27	0.874408
2022/5/30	0.874084
2022/5/31	0.873824
2022/6/1	0.870943
2022/6/2	0.861466
2022/6/6	0.869679
2022/6/7	0.86541
2022/6/8	0.894017
2022/6/9	0.87198
2022/6/10	0.86219
2022/6/13	0.854424
2022/6/14	0.85088
2022/6/15	0.837554
2022/6/16	0.802791
2022/6/17	0.791372
2022/6/20	0.763964
2022/6/21	0.773851
2022/6/22	0.749986
2022/6/23	0.759775
2022/6/24	0.751056
2022/6/27	0.772474
2022/6/28	0.794443
2022/6/29	0.77096
2022/6/30	0.764878
2022/7/4	0.75988
2022/7/5	0.763373
2022/7/6	0.729519
2022/7/7	0.729541
2022/7/8	0.734679
2022/7/11	0.727989
2022/7/12	0.729706
2022/7/13	0.720839
2022/7/14	0.717129
2022/7/15	0.71164
2022/7/18	0.74549
2022/7/19	0.751406
2022/7/20	0.752735
2022/7/21	0.734822
2022/7/22	0.734156
2022/7/25	0.733541
2022/7/26	0.753112
2022/7/27	0.751212
2022/7/28	0.758541
2022/7/29	0.748955
2022/8/1	0.750249
2022/8/2	0.731484
2022/8/3	0.729442
2022/8/4	0.727675
2022/8/5	0.717819
2022/8/8	0.728753
2022/8/9	0.739279
2022/8/10	0.733662
2022/8/11	0.745395
2022/8/12	0.759135
2022/8/15	0.746091
2022/8/16	0.732867
2022/8/17	0.739252
2022/8/18	0.737017
2022/8/19	0.749995
2022/8/22	0.759362
2022/8/23	0.775961
2022/8/24	0.78258
2022/8/25	0.813928
2022/8/26	0.816596
2022/8/29	0.824247
2022/8/30	0.818622
2022/8/31	0.802898
2022/9/1	0.800082
2022/9/2	0.796439
2022/9/5	0.826177
2022/9/6	0.812693
2022/9/7	0.802799
2022/9/8	0.777021
2022/9/9	0.783771
2022/9/13	0.789878
2022/9/14	0.792141
2022/9/15	0.792697
2022/9/16	0.771977
2022/9/19	0.76665
2022/9/20	0.770646
2022/9/21	0.780283
2022/9/22	0.784167
2022/9/23	0.775149
2022/9/26	0.742992
2022/9/27	0.740557
2022/9/28	0.723431
2022/9/29	0.722931
2022/9/30	0.730792
2022/10/3	0.733094
2022/10/5	0.759841
2022/10/6	0.765145
2022/10/7	0.761643
2022/10/10	0.754565
2022/10/11	0.744532
2022/10/12	0.737855
2022/10/13	0.727657
2022/10/14	0.736065
